job_id,job_role,required_skills,experience_required,job_location,employment_type,salary_range_lpa,job_description
1049,Software Engineer,"Java, C++, Git, Linux, Problem Solving",5,Bangalore,Internship,7-26,"We are hiring a Software Engineer with 5+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1050,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",8,Bangalore,Contract,5-32,"We are hiring a ML Engineer with 8+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1051,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Remote,Contract,10-25,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1052,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",4,Pune,Contract,6-14,"We are hiring a Full Stack Developer with 4+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1053,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Hyderabad,Full-Time,9-24,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1054,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Bangalore,Contract,4-15,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1055,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Remote,Full-Time,4-23,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1056,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Hyderabad,Internship,10-24,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1057,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Pune,Contract,4-27,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1058,Backend Developer,"Python, Java, APIs, SQL, Docker",0,Bangalore,Full-Time,9-29,"We are hiring a Backend Developer with 0+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
1059,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",2,Pune,Contract,10-14,"We are hiring a Full Stack Developer with 2+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1060,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",3,Delhi,Internship,9-23,"We are hiring a ML Engineer with 3+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1061,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Hyderabad,Full-Time,5-15,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1062,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",1,Pune,Full-Time,9-22,"We are hiring a Data Scientist with 1+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
1063,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Bangalore,Internship,10-33,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1064,Software Engineer,"Java, C++, Git, Linux, Problem Solving",7,Bangalore,Contract,10-32,"We are hiring a Software Engineer with 7+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1065,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",1,Hyderabad,Contract,6-26,"We are hiring a Frontend Developer with 1+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1066,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",0,Delhi,Internship,4-26,"We are hiring a Data Analyst with 0+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1067,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",7,Pune,Full-Time,10-33,"We are hiring a Frontend Developer with 7+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1068,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Remote,Contract,4-14,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1069,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Hyderabad,Full-Time,4-28,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1070,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Remote,Full-Time,9-27,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
1071,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",0,Remote,Internship,8-26,"We are hiring a Cloud Engineer with 0+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
1072,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",0,Delhi,Internship,10-18,"We are hiring a Data Analyst with 0+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1073,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Remote,Internship,7-18,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1074,Backend Developer,"Python, Java, APIs, SQL, Docker",6,Pune,Internship,10-15,"We are hiring a Backend Developer with 6+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
1075,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Hyderabad,Internship,9-25,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1076,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",7,Remote,Full-Time,8-15,"We are hiring a Frontend Developer with 7+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1077,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",6,Delhi,Internship,9-29,"We are hiring a Cloud Engineer with 6+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
1078,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",7,Delhi,Internship,10-13,"We are hiring a Frontend Developer with 7+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1079,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Bangalore,Contract,6-22,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
1080,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Remote,Full-Time,9-23,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1081,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Delhi,Contract,7-20,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1082,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",6,Remote,Internship,5-31,"We are hiring a ML Engineer with 6+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1083,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",7,Hyderabad,Contract,9-26,"We are hiring a Data Scientist with 7+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
1084,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Delhi,Internship,9-25,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1085,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",3,Delhi,Contract,10-19,"We are hiring a Frontend Developer with 3+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1086,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Delhi,Full-Time,9-27,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1087,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",6,Delhi,Full-Time,10-21,"We are hiring a Full Stack Developer with 6+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1088,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",3,Bangalore,Full-Time,6-35,"We are hiring a Data Scientist with 3+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
1089,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Remote,Contract,4-24,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1090,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Bangalore,Internship,9-28,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1091,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Hyderabad,Internship,6-19,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1092,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",7,Hyderabad,Contract,10-19,"We are hiring a Full Stack Developer with 7+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1093,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",7,Pune,Contract,9-20,"We are hiring a ML Engineer with 7+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1094,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",6,Delhi,Internship,9-26,"We are hiring a Cloud Engineer with 6+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
1095,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",10,Pune,Contract,7-18,"We are hiring a Data Scientist with 10+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
1096,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",4,Bangalore,Internship,10-17,"We are hiring a ML Engineer with 4+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
1097,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",0,Remote,Full-Time,8-31,"We are hiring a Frontend Developer with 0+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1098,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",8,Pune,Internship,9-21,"We are hiring a Full Stack Developer with 8+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1099,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Remote,Internship,7-22,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1100,Software Engineer,"Java, C++, Git, Linux, Problem Solving",4,Delhi,Full-Time,10-22,"We are hiring a Software Engineer with 4+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1101,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",1,Delhi,Full-Time,9-33,"We are hiring a Frontend Developer with 1+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1102,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",3,Delhi,Internship,4-33,"We are hiring a Frontend Developer with 3+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1103,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Pune,Internship,5-33,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1104,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",7,Bangalore,Full-Time,4-19,"We are hiring a Full Stack Developer with 7+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1105,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Delhi,Contract,10-19,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1106,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",7,Remote,Internship,7-20,"We are hiring a Frontend Developer with 7+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1107,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",2,Pune,Full-Time,10-28,"We are hiring a Frontend Developer with 2+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
1108,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Hyderabad,Contract,5-18,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1109,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Delhi,Internship,7-13,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
1110,Software Engineer,"Java, C++, Git, Linux, Problem Solving",5,Delhi,Internship,8-18,"We are hiring a Software Engineer with 5+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
1111,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",5,Remote,Internship,9-12,"We are hiring a Data Scientist with 5+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
1112,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",10,Pune,Full-Time,8-15,"We are hiring a Full Stack Developer with 10+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1113,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",5,Pune,Full-Time,9-27,"We are hiring a AI Engineer with 5+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1114,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",0,Hyderabad,Full-Time,8-32,"We are hiring a Cloud Engineer with 0+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
1115,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Remote,Full-Time,6-17,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1116,Backend Developer,"Python, Java, APIs, SQL, Docker",9,Remote,Contract,10-12,"We are hiring a Backend Developer with 9+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
1117,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",2,Bangalore,Contract,9-13,"We are hiring a AI Engineer with 2+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
1118,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Delhi,Contract,9-16,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
1119,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",0,Remote,Full-Time,7-24,"We are hiring a Full Stack Developer with 0+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
1120,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",3,Remote,Full-Time,8-20,"We are hiring a Full Stack Developer with 3+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
